study_accession	secondary_study_accession	sample_accession	secondary_sample_accession	experiment_accession	run_accession	submission_accession	tax_id	scientific_name	instrument_platform	instrument_model	library_name	nominal_length	library_layout	library_strategy	library_source	library_selection	read_count	base_count	center_name	first_public	last_updated	experiment_title	study_title	study_alias	experiment_alias	run_alias	fastq_bytes	fastq_md5	fastq_ftp	fastq_aspera	fastq_galaxy	submitted_bytes	submitted_md5	submitted_ftp	submitted_aspera	submitted_galaxy	submitted_format	sra_bytes	sra_md5	sra_ftp	sra_aspera	sra_galaxy	cram_index_ftp	cram_index_aspera	cram_index_galaxy	sample_alias	broker_name	sample_title	nominal_sdev	first_created
PRJEB47870	ERP132183	SAMEA9991161	ERS7669421	ERX6535549	ERR6913285	ERA6551788	256318	metagenome	ILLUMINA	Illumina NovaSeq 6000	NEBNext Ultra II Library Preparation for Illumina	300	PAIRED	OTHER	METAGENOMIC	unspecified	2428416	319717951	UNIVERSITY OF CALGARY	2021-10-12	2021-10-12	Illumina NovaSeq 6000 paired end sequencing	Analysis of diversity, co-pathogens, and metagenomics of COVID-19 patients	ena-STUDY-UNIVERSITY OF CALGARY-02-10-2021-05:39:36:575-661	ena-EXPERIMENT-UNIVERSITY OF CALGARY-06-10-2021-20:39:34:205-185	ena-RUN-UNIVERSITY OF CALGARY-06-10-2021-20:39:34:205-185	73174768;74222595	f587a93e523ae73dd60d1be72e5f0950;801c4ad01b8dcbd51498cd6372b62627	ftp.sra.ebi.ac.uk/vol1/fastq/ERR691/005/ERR6913285/ERR6913285_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR691/005/ERR6913285/ERR6913285_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR691/005/ERR6913285/ERR6913285_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR691/005/ERR6913285/ERR6913285_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR691/005/ERR6913285/ERR6913285_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR691/005/ERR6913285/ERR6913285_2.fastq.gz	69604894;70658311	e089955d341710e6901be5a0bc255052;5ed537cc64f83b10c5188c48a36b3514	ftp.sra.ebi.ac.uk/vol1/run/ERR691/ERR6913285/P11_CDNA_L001_2_76172_reads_nh_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR691/ERR6913285/P11_CDNA_L001_2_76172_reads_nh_R2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR691/ERR6913285/P11_CDNA_L001_2_76172_reads_nh_R1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR691/ERR6913285/P11_CDNA_L001_2_76172_reads_nh_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR691/ERR6913285/P11_CDNA_L001_2_76172_reads_nh_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR691/ERR6913285/P11_CDNA_L001_2_76172_reads_nh_R2.fastq.gz	FASTQ;FASTQ									Meta_DCM185		Metagenomics COVID-19	0	2021-10-06
PRJEB47870	ERP132183	SAMEA9991162	ERS7669422	ERX6535550	ERR6913286	ERA6551788	256318	metagenome	ILLUMINA	Illumina NovaSeq 6000	NEBNext Ultra II Library Preparation for Illumina	300	PAIRED	OTHER	METAGENOMIC	unspecified	3078116	411550095	UNIVERSITY OF CALGARY	2021-11-26	2021-11-26	Illumina NovaSeq 6000 paired end sequencing	Analysis of diversity, co-pathogens, and metagenomics of COVID-19 patients	ena-STUDY-UNIVERSITY OF CALGARY-02-10-2021-05:39:36:575-661	ena-EXPERIMENT-UNIVERSITY OF CALGARY-06-10-2021-20:39:34:205-186	ena-RUN-UNIVERSITY OF CALGARY-06-10-2021-20:39:34:205-186	85658673;88349239	6e6245e804355975f5e32a29f01b121c;61e5dc2ceb982ffa340e8041c4b70889	ftp.sra.ebi.ac.uk/vol1/fastq/ERR691/006/ERR6913286/ERR6913286_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR691/006/ERR6913286/ERR6913286_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR691/006/ERR6913286/ERR6913286_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR691/006/ERR6913286/ERR6913286_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR691/006/ERR6913286/ERR6913286_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR691/006/ERR6913286/ERR6913286_2.fastq.gz	81182088;83870510	30077376619dac16bd3b6a9684d64cb7;8a2a7940c0afda915346d08248a84e85	ftp.sra.ebi.ac.uk/vol1/run/ERR691/ERR6913286/P12_CDNA_L001_2_76174_reads_nh_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR691/ERR6913286/P12_CDNA_L001_2_76174_reads_nh_R2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR691/ERR6913286/P12_CDNA_L001_2_76174_reads_nh_R1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR691/ERR6913286/P12_CDNA_L001_2_76174_reads_nh_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR691/ERR6913286/P12_CDNA_L001_2_76174_reads_nh_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR691/ERR6913286/P12_CDNA_L001_2_76174_reads_nh_R2.fastq.gz	FASTQ;FASTQ									Meta_DCM186		Metagenomics COVID-19	0	2021-10-06
PRJEB47870	ERP132183	SAMEA9991163	ERS7669423	ERX6535551	ERR6913287	ERA6551788	256318	metagenome	ILLUMINA	Illumina NovaSeq 6000	NEBNext Ultra II Library Preparation for Illumina	300	PAIRED	OTHER	METAGENOMIC	unspecified	2378674	313880610	UNIVERSITY OF CALGARY	2021-11-25	2021-11-25	Illumina NovaSeq 6000 paired end sequencing	Analysis of diversity, co-pathogens, and metagenomics of COVID-19 patients	ena-STUDY-UNIVERSITY OF CALGARY-02-10-2021-05:39:36:575-661	ena-EXPERIMENT-UNIVERSITY OF CALGARY-06-10-2021-20:39:34:205-187	ena-RUN-UNIVERSITY OF CALGARY-06-10-2021-20:39:34:205-187	69401272;70135353	0338875aa469c810aa6690e437d883aa;beb835d70f401615b42b33463b8f8ba1	ftp.sra.ebi.ac.uk/vol1/fastq/ERR691/007/ERR6913287/ERR6913287_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR691/007/ERR6913287/ERR6913287_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR691/007/ERR6913287/ERR6913287_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR691/007/ERR6913287/ERR6913287_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR691/007/ERR6913287/ERR6913287_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR691/007/ERR6913287/ERR6913287_2.fastq.gz	65955118;66718099	4c63f36a27dffd5f0a43a5d175d174da;0f2801d71e593dbbcd5c79a8c450d726	ftp.sra.ebi.ac.uk/vol1/run/ERR691/ERR6913287/P13_CDNA_L001_2_76176_reads_nh_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR691/ERR6913287/P13_CDNA_L001_2_76176_reads_nh_R2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR691/ERR6913287/P13_CDNA_L001_2_76176_reads_nh_R1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR691/ERR6913287/P13_CDNA_L001_2_76176_reads_nh_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR691/ERR6913287/P13_CDNA_L001_2_76176_reads_nh_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR691/ERR6913287/P13_CDNA_L001_2_76176_reads_nh_R2.fastq.gz	FASTQ;FASTQ									Meta_DCM187		Metagenomics COVID-19	0	2021-10-06
PRJEB47870	ERP132183	SAMEA9991164	ERS7669424	ERX6535552	ERR6913288	ERA6551788	256318	metagenome	ILLUMINA	Illumina NovaSeq 6000	NEBNext Ultra II Library Preparation for Illumina	300	PAIRED	OTHER	METAGENOMIC	unspecified	2414192	337590543	UNIVERSITY OF CALGARY	2021-11-25	2021-11-25	Illumina NovaSeq 6000 paired end sequencing	Analysis of diversity, co-pathogens, and metagenomics of COVID-19 patients	ena-STUDY-UNIVERSITY OF CALGARY-02-10-2021-05:39:36:575-661	ena-EXPERIMENT-UNIVERSITY OF CALGARY-06-10-2021-20:39:34:206-188	ena-RUN-UNIVERSITY OF CALGARY-06-10-2021-20:39:34:206-188	72261216;74530863	f7d47b5ff32a24d3f24e983cee2bf38c;3e3a9bf1f1979739619c8a5a60d4bde6	ftp.sra.ebi.ac.uk/vol1/fastq/ERR691/008/ERR6913288/ERR6913288_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR691/008/ERR6913288/ERR6913288_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR691/008/ERR6913288/ERR6913288_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR691/008/ERR6913288/ERR6913288_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR691/008/ERR6913288/ERR6913288_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR691/008/ERR6913288/ERR6913288_2.fastq.gz	68854060;71128865	8057f4ec82a50e96b38542e746aab0a7;dc6cd115fa98e641309b038254411b08	ftp.sra.ebi.ac.uk/vol1/run/ERR691/ERR6913288/P14_CDNA_L001_2_76178_reads_nh_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR691/ERR6913288/P14_CDNA_L001_2_76178_reads_nh_R2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR691/ERR6913288/P14_CDNA_L001_2_76178_reads_nh_R1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR691/ERR6913288/P14_CDNA_L001_2_76178_reads_nh_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR691/ERR6913288/P14_CDNA_L001_2_76178_reads_nh_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR691/ERR6913288/P14_CDNA_L001_2_76178_reads_nh_R2.fastq.gz	FASTQ;FASTQ									Meta_DCM188		Metagenomics COVID-19	0	2021-10-06
PRJEB47870	ERP132183	SAMEA9991165	ERS7669425	ERX6535553	ERR6913289	ERA6551788	256318	metagenome	ILLUMINA	Illumina NovaSeq 6000	NEBNext Ultra II Library Preparation for Illumina	300	PAIRED	OTHER	METAGENOMIC	unspecified	2148010	295738020	UNIVERSITY OF CALGARY	2021-11-25	2021-11-25	Illumina NovaSeq 6000 paired end sequencing	Analysis of diversity, co-pathogens, and metagenomics of COVID-19 patients	ena-STUDY-UNIVERSITY OF CALGARY-02-10-2021-05:39:36:575-661	ena-EXPERIMENT-UNIVERSITY OF CALGARY-06-10-2021-20:39:34:206-189	ena-RUN-UNIVERSITY OF CALGARY-06-10-2021-20:39:34:206-189	62803525;64081247	49d38b4073e01649694c751a9f19d84e;f0f996736da545cbb7de8d8045bf860e	ftp.sra.ebi.ac.uk/vol1/fastq/ERR691/009/ERR6913289/ERR6913289_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR691/009/ERR6913289/ERR6913289_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR691/009/ERR6913289/ERR6913289_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR691/009/ERR6913289/ERR6913289_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR691/009/ERR6913289/ERR6913289_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR691/009/ERR6913289/ERR6913289_2.fastq.gz	59863697;61137716	dee8032f5847e3086805d895581ba74f;f082fdc52b008b0d8c96bb3fcc6e2bd7	ftp.sra.ebi.ac.uk/vol1/run/ERR691/ERR6913289/P15_CDNA_L001_2_76105_reads_nh_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR691/ERR6913289/P15_CDNA_L001_2_76105_reads_nh_R2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR691/ERR6913289/P15_CDNA_L001_2_76105_reads_nh_R1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR691/ERR6913289/P15_CDNA_L001_2_76105_reads_nh_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR691/ERR6913289/P15_CDNA_L001_2_76105_reads_nh_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR691/ERR6913289/P15_CDNA_L001_2_76105_reads_nh_R2.fastq.gz	FASTQ;FASTQ									Meta_DCM189		Metagenomics COVID-19	0	2021-10-06
PRJEB47870	ERP132183	SAMEA9991166	ERS7669426	ERX6535554	ERR6913290	ERA6551788	256318	metagenome	ILLUMINA	Illumina NovaSeq 6000	NEBNext Ultra II Library Preparation for Illumina	300	PAIRED	OTHER	METAGENOMIC	unspecified	2558148	353040833	UNIVERSITY OF CALGARY	2021-11-25	2021-11-25	Illumina NovaSeq 6000 paired end sequencing	Analysis of diversity, co-pathogens, and metagenomics of COVID-19 patients	ena-STUDY-UNIVERSITY OF CALGARY-02-10-2021-05:39:36:575-661	ena-EXPERIMENT-UNIVERSITY OF CALGARY-06-10-2021-20:39:34:206-190	ena-RUN-UNIVERSITY OF CALGARY-06-10-2021-20:39:34:206-190	76232660;77486810	300a8fb21c7fef98a0836e0015bbd41f;cf75ba34f2e3434cdc8391ebb8566f47	ftp.sra.ebi.ac.uk/vol1/fastq/ERR691/000/ERR6913290/ERR6913290_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR691/000/ERR6913290/ERR6913290_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR691/000/ERR6913290/ERR6913290_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR691/000/ERR6913290/ERR6913290_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR691/000/ERR6913290/ERR6913290_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR691/000/ERR6913290/ERR6913290_2.fastq.gz	72535427;73792662	acea8614dda901bebd8c8eb14deea88f;c3614d360706f045c681a8cd9c45bc92	ftp.sra.ebi.ac.uk/vol1/run/ERR691/ERR6913290/P16_CDNA_L001_2_76107_reads_nh_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR691/ERR6913290/P16_CDNA_L001_2_76107_reads_nh_R2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR691/ERR6913290/P16_CDNA_L001_2_76107_reads_nh_R1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR691/ERR6913290/P16_CDNA_L001_2_76107_reads_nh_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR691/ERR6913290/P16_CDNA_L001_2_76107_reads_nh_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR691/ERR6913290/P16_CDNA_L001_2_76107_reads_nh_R2.fastq.gz	FASTQ;FASTQ									Meta_DCM190		Metagenomics COVID-19	0	2021-10-06
PRJEB47870	ERP132183	SAMEA9991167	ERS7669427	ERX6535555	ERR6913291	ERA6551788	256318	metagenome	ILLUMINA	Illumina NovaSeq 6000	NEBNext Ultra II Library Preparation for Illumina	300	PAIRED	OTHER	METAGENOMIC	unspecified	2739370	374500989	UNIVERSITY OF CALGARY	2021-10-12	2021-10-12	Illumina NovaSeq 6000 paired end sequencing	Analysis of diversity, co-pathogens, and metagenomics of COVID-19 patients	ena-STUDY-UNIVERSITY OF CALGARY-02-10-2021-05:39:36:575-661	ena-EXPERIMENT-UNIVERSITY OF CALGARY-06-10-2021-20:39:34:206-191	ena-RUN-UNIVERSITY OF CALGARY-06-10-2021-20:39:34:206-191	79983455;81165749	030d3ea3869496b8a751f313064f0ea7;e59a1d72281ce60d4eb9b87dedc8f13e	ftp.sra.ebi.ac.uk/vol1/fastq/ERR691/001/ERR6913291/ERR6913291_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR691/001/ERR6913291/ERR6913291_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR691/001/ERR6913291/ERR6913291_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR691/001/ERR6913291/ERR6913291_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR691/001/ERR6913291/ERR6913291_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR691/001/ERR6913291/ERR6913291_2.fastq.gz	75985438;77178438	6791432784aa9f5ba805204803cd8805;6b07c982f535f4842778f606fc59c1e1	ftp.sra.ebi.ac.uk/vol1/run/ERR691/ERR6913291/P17_CDNA_L001_2_76109_reads_nh_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR691/ERR6913291/P17_CDNA_L001_2_76109_reads_nh_R2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR691/ERR6913291/P17_CDNA_L001_2_76109_reads_nh_R1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR691/ERR6913291/P17_CDNA_L001_2_76109_reads_nh_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR691/ERR6913291/P17_CDNA_L001_2_76109_reads_nh_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR691/ERR6913291/P17_CDNA_L001_2_76109_reads_nh_R2.fastq.gz	FASTQ;FASTQ									Meta_DCM191		Metagenomics COVID-19	0	2021-10-06
PRJEB47870	ERP132183	SAMEA9991169	ERS7669428	ERX6535556	ERR6913292	ERA6551788	256318	metagenome	ILLUMINA	Illumina NovaSeq 6000	NEBNext Ultra II Library Preparation for Illumina	300	PAIRED	OTHER	METAGENOMIC	unspecified	2702312	377385927	UNIVERSITY OF CALGARY	2021-11-25	2021-11-25	Illumina NovaSeq 6000 paired end sequencing	Analysis of diversity, co-pathogens, and metagenomics of COVID-19 patients	ena-STUDY-UNIVERSITY OF CALGARY-02-10-2021-05:39:36:575-661	ena-EXPERIMENT-UNIVERSITY OF CALGARY-06-10-2021-20:39:34:206-192	ena-RUN-UNIVERSITY OF CALGARY-06-10-2021-20:39:34:206-192	78520445;79762522	bbf9be136f1065095d1933930a98443c;1d463f4ed65a5b7a2b7d2eddf9212132	ftp.sra.ebi.ac.uk/vol1/fastq/ERR691/002/ERR6913292/ERR6913292_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR691/002/ERR6913292/ERR6913292_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR691/002/ERR6913292/ERR6913292_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR691/002/ERR6913292/ERR6913292_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR691/002/ERR6913292/ERR6913292_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR691/002/ERR6913292/ERR6913292_2.fastq.gz	74627079;75864655	c02024288de70d35935d021b8dd43593;3ed26e366c50cd376901922ba78d718f	ftp.sra.ebi.ac.uk/vol1/run/ERR691/ERR6913292/P18_CDNA_L001_2_76111_reads_nh_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR691/ERR6913292/P18_CDNA_L001_2_76111_reads_nh_R2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR691/ERR6913292/P18_CDNA_L001_2_76111_reads_nh_R1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR691/ERR6913292/P18_CDNA_L001_2_76111_reads_nh_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR691/ERR6913292/P18_CDNA_L001_2_76111_reads_nh_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR691/ERR6913292/P18_CDNA_L001_2_76111_reads_nh_R2.fastq.gz	FASTQ;FASTQ									Meta_DCM192		Metagenomics COVID-19	0	2021-10-06
PRJEB47870	ERP132183	SAMEA9991170	ERS7669429	ERX6535557	ERR6913293	ERA6551788	256318	metagenome	ILLUMINA	Illumina NovaSeq 6000	NEBNext Ultra II Library Preparation for Illumina	300	PAIRED	OTHER	METAGENOMIC	unspecified	823494	89543976	UNIVERSITY OF CALGARY	2021-10-12	2021-10-12	Illumina NovaSeq 6000 paired end sequencing	Analysis of diversity, co-pathogens, and metagenomics of COVID-19 patients	ena-STUDY-UNIVERSITY OF CALGARY-02-10-2021-05:39:36:575-661	ena-EXPERIMENT-UNIVERSITY OF CALGARY-06-10-2021-20:39:34:206-193	ena-RUN-UNIVERSITY OF CALGARY-06-10-2021-20:39:34:206-193	22258525;22809452	b71100a4d6c655b6bb6ba96dda88ee61;26713ae01deae86856bdfd60f35e72f6	ftp.sra.ebi.ac.uk/vol1/fastq/ERR691/003/ERR6913293/ERR6913293_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR691/003/ERR6913293/ERR6913293_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR691/003/ERR6913293/ERR6913293_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR691/003/ERR6913293/ERR6913293_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR691/003/ERR6913293/ERR6913293_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR691/003/ERR6913293/ERR6913293_2.fastq.gz	21134665;21703631	ae96b4f99ab4c1338b40dd36ce1d4384;e77bd1dbd4dfc74227f41624206ebe68	ftp.sra.ebi.ac.uk/vol1/run/ERR691/ERR6913293/P289_DNA_L001_74636_reads_nh_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR691/ERR6913293/P289_DNA_L001_74636_reads_nh_R2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR691/ERR6913293/P289_DNA_L001_74636_reads_nh_R1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR691/ERR6913293/P289_DNA_L001_74636_reads_nh_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR691/ERR6913293/P289_DNA_L001_74636_reads_nh_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR691/ERR6913293/P289_DNA_L001_74636_reads_nh_R2.fastq.gz	FASTQ;FASTQ									Meta_DCM193		Metagenomics COVID-19	0	2021-10-06
PRJEB47870	ERP132183	SAMEA9991171	ERS7669430	ERX6535558	ERR6913294	ERA6551788	256318	metagenome	ILLUMINA	Illumina NovaSeq 6000	NEBNext Ultra II Library Preparation for Illumina	300	PAIRED	OTHER	METAGENOMIC	unspecified	2172064	233178306	UNIVERSITY OF CALGARY	2021-11-25	2021-11-25	Illumina NovaSeq 6000 paired end sequencing	Analysis of diversity, co-pathogens, and metagenomics of COVID-19 patients	ena-STUDY-UNIVERSITY OF CALGARY-02-10-2021-05:39:36:575-661	ena-EXPERIMENT-UNIVERSITY OF CALGARY-06-10-2021-20:39:34:206-194	ena-RUN-UNIVERSITY OF CALGARY-06-10-2021-20:39:34:206-194	58006388;59105491	63b28395719b5a71ae16c2b8f12e206b;a0dda00cae5267734e77dab7a2c58cf6	ftp.sra.ebi.ac.uk/vol1/fastq/ERR691/004/ERR6913294/ERR6913294_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR691/004/ERR6913294/ERR6913294_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR691/004/ERR6913294/ERR6913294_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR691/004/ERR6913294/ERR6913294_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR691/004/ERR6913294/ERR6913294_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR691/004/ERR6913294/ERR6913294_2.fastq.gz	54693245;55823863	acfa5545becf85b230d3f04f44de5d42;4f5673bd6302cfab53bb6230ce7ecd4c	ftp.sra.ebi.ac.uk/vol1/run/ERR691/ERR6913294/P299_DNA_L001_74632_reads_nh_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR691/ERR6913294/P299_DNA_L001_74632_reads_nh_R2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR691/ERR6913294/P299_DNA_L001_74632_reads_nh_R1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR691/ERR6913294/P299_DNA_L001_74632_reads_nh_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR691/ERR6913294/P299_DNA_L001_74632_reads_nh_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR691/ERR6913294/P299_DNA_L001_74632_reads_nh_R2.fastq.gz	FASTQ;FASTQ									Meta_DCM194		Metagenomics COVID-19	0	2021-10-06
PRJEB47870	ERP132183	SAMEA9991172	ERS7669431	ERX6535559	ERR6913295	ERA6551788	256318	metagenome	ILLUMINA	Illumina NovaSeq 6000	NEBNext Ultra II Library Preparation for Illumina	300	PAIRED	OTHER	METAGENOMIC	unspecified	203638	19344788	UNIVERSITY OF CALGARY	2021-10-12	2021-10-12	Illumina NovaSeq 6000 paired end sequencing	Analysis of diversity, co-pathogens, and metagenomics of COVID-19 patients	ena-STUDY-UNIVERSITY OF CALGARY-02-10-2021-05:39:36:575-661	ena-EXPERIMENT-UNIVERSITY OF CALGARY-06-10-2021-20:39:34:206-195	ena-RUN-UNIVERSITY OF CALGARY-06-10-2021-20:39:34:206-195	4847212;4875796	62a9fde3b9961e9c2f944408ede5c69e;435545c1c444588f1c6aea22f72212a6	ftp.sra.ebi.ac.uk/vol1/fastq/ERR691/005/ERR6913295/ERR6913295_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR691/005/ERR6913295/ERR6913295_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR691/005/ERR6913295/ERR6913295_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR691/005/ERR6913295/ERR6913295_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR691/005/ERR6913295/ERR6913295_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR691/005/ERR6913295/ERR6913295_2.fastq.gz	4594454;4623062	56658840002c9831a58e35b10714211d;56f7fe628d1e783dfee67451e2cf720c	ftp.sra.ebi.ac.uk/vol1/run/ERR691/ERR6913295/P336_DNA_L001_74627_reads_nh_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR691/ERR6913295/P336_DNA_L001_74627_reads_nh_R2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR691/ERR6913295/P336_DNA_L001_74627_reads_nh_R1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR691/ERR6913295/P336_DNA_L001_74627_reads_nh_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR691/ERR6913295/P336_DNA_L001_74627_reads_nh_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR691/ERR6913295/P336_DNA_L001_74627_reads_nh_R2.fastq.gz	FASTQ;FASTQ									Meta_DCM195		Metagenomics COVID-19	0	2021-10-06
